failed_logins,successful_logins,priv_escalations,file_access_events,kernel_alerts,auth_ratio,unique_ips,failed_per_ip,users_count,privileged_user_targeted,multiple_failed_users_flag,priv_after_failure_flag,svc_sshd,svc_sudo,svc_kernel,hour,day_of_week,is_night,is_weekend,sensitive_file_access,suspicious_command_flag,weird_behavior_flag,failed_to_success_sequence,ip_entropy,label
2,2,0,2,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,6,1,0,0,0,0,0,1,1.0,NORMAL
70,1,0,3,0,0.9859154929577465,1,70.0,2,1,1,0,1,0,0,16,0,0,0,1,1,1,1,0.0141,ATTACK
1,1,0,2,0,0.5,1,1.0,2,0,1,0,1,0,0,18,4,0,0,0,0,0,1,0.5,NORMAL
1,2,0,1,0,0.3333333333333333,2,0.5,1,0,0,0,1,1,0,15,4,0,0,0,0,0,1,1.0,NORMAL
2,2,0,1,0,0.5,2,1.0,1,0,0,0,1,1,0,13,3,0,0,0,0,0,1,0.6667,NORMAL
1,3,0,1,0,0.25,2,0.5,1,0,0,0,1,0,0,12,2,0,1,0,0,0,1,1.0,NORMAL
1,3,0,2,0,0.25,3,0.3333333333333333,2,0,1,0,1,1,0,19,0,0,0,0,0,0,1,1.5,NORMAL
2,1,0,2,0,0.6666666666666666,1,2.0,2,1,1,0,1,0,0,15,2,0,0,0,0,0,1,0.3333,NORMAL
2,3,0,0,0,0.4,3,0.6666666666666666,1,0,0,0,1,0,0,14,2,0,0,0,0,0,1,1.0,NORMAL
1,2,1,0,0,0.3333333333333333,2,0.5,2,0,1,1,1,0,0,10,3,0,0,1,0,1,1,1.0,NORMAL
2,3,0,0,0,0.4,1,2.0,1,0,0,0,1,1,0,14,2,0,0,0,0,0,1,0.3333,NORMAL
0,3,0,1,0,0.0,1,0.0,1,0,0,0,1,0,0,13,4,0,0,1,1,0,0,1.0,NORMAL
34,0,0,4,0,1.0,27,1.2592592592592593,9,1,1,0,1,0,0,22,4,1,1,1,1,1,0,0.7714,ATTACK
2,1,1,2,0,0.6666666666666666,2,1.0,1,0,0,1,1,0,0,10,3,0,0,0,0,1,1,0.6667,NORMAL
2,3,0,1,0,0.4,2,1.0,1,0,0,0,1,0,0,14,3,0,0,0,1,0,1,0.6667,NORMAL
1,1,1,4,0,0.5,2,0.5,1,1,0,1,1,1,0,19,0,0,0,1,0,0,1,1.0,ATTACK
0,3,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,11,3,0,0,0,0,0,0,3.0,NORMAL
4,2,1,1,0,0.6666666666666666,5,0.8,1,0,0,1,1,1,0,8,3,0,0,0,0,0,1,1.0,NORMAL
1,1,1,3,0,0.5,1,1.0,1,1,0,1,1,1,0,20,4,0,0,1,0,0,1,0.5,ATTACK
3,2,1,4,0,0.6,2,1.5,1,1,0,1,1,1,0,10,0,0,1,0,1,0,1,0.5,ATTACK
5,2,0,1,0,0.7142857142857143,2,2.5,2,0,1,0,1,0,0,9,3,0,0,0,0,1,1,0.3333,NORMAL
0,3,0,0,0,0.0,2,0.0,2,0,1,0,1,0,0,6,3,0,0,0,0,0,0,2.0,NORMAL
67,1,0,5,0,0.9852941176470589,1,67.0,2,1,1,0,1,0,0,21,2,0,0,1,0,1,1,0.0147,ATTACK
1,3,0,2,0,0.25,2,0.5,2,0,1,0,1,1,0,12,3,0,1,0,0,0,1,1.0,NORMAL
3,1,0,0,0,0.75,3,1.0,2,0,1,0,1,0,0,17,0,0,0,0,0,0,1,0.75,NORMAL
46,0,0,3,1,1.0,1,46.0,1,1,0,0,1,0,0,12,0,0,0,0,0,1,0,0.0213,ATTACK
1,1,0,0,0,0.5,1,1.0,2,0,1,0,1,0,0,18,0,0,0,0,0,1,1,0.5,NORMAL
24,0,0,4,0,1.0,19,1.263157894736842,5,1,1,0,1,0,0,13,3,0,0,1,0,1,0,0.76,ATTACK
39,0,0,3,0,1.0,2,19.5,2,1,1,0,1,0,0,10,5,0,1,0,1,1,0,0.05,ATTACK
2,2,0,1,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,15,0,0,0,0,0,1,1,1.0,NORMAL
2,1,1,2,0,0.6666666666666666,3,0.6666666666666666,2,0,1,1,1,0,0,22,2,1,0,0,0,1,1,1.0,NORMAL
2,3,0,2,0,0.4,3,0.6666666666666666,1,0,0,0,1,0,0,19,4,0,0,0,0,0,1,1.0,NORMAL
1,1,0,1,0,0.5,2,0.5,2,0,1,0,1,0,0,12,2,0,1,0,0,0,1,1.0,NORMAL
1,1,0,2,0,0.5,1,1.0,1,0,0,0,1,0,0,12,4,0,0,0,0,0,1,0.5,NORMAL
1,2,0,1,0,0.3333333333333333,2,0.5,2,0,1,0,1,1,0,16,3,0,1,0,0,1,1,1.0,NORMAL
3,3,0,0,0,0.5,3,1.0,2,1,1,0,1,0,0,11,3,0,0,0,1,1,1,0.75,NORMAL
0,1,2,5,0,0.0,1,0.0,1,1,0,0,1,1,0,2,5,1,0,0,1,1,0,1.0,ATTACK
2,2,0,1,0,0.5,1,2.0,2,0,1,0,1,0,0,12,2,0,0,0,0,1,1,0.3333,NORMAL
1,3,0,1,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,3,4,1,0,0,0,0,1,1.5,NORMAL
16,1,0,2,0,0.9411764705882353,19,0.8421052631578947,9,1,1,0,1,0,0,3,5,1,0,1,1,1,1,1.1176,ATTACK
2,2,0,1,0,0.5,2,1.0,1,0,0,0,1,0,0,9,1,0,0,0,1,1,1,0.6667,NORMAL
2,2,1,2,0,0.5,1,2.0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0.3333,ATTACK
1,3,0,2,0,0.25,2,0.5,1,0,0,0,1,0,0,16,2,0,0,1,1,0,1,1.0,NORMAL
2,1,0,0,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,10,1,0,0,0,0,0,1,1.0,NORMAL
0,2,0,2,0,0.0,1,0.0,1,0,0,0,1,0,0,16,3,0,1,0,1,0,0,1.0,NORMAL
3,3,0,1,0,0.5,4,0.75,1,0,0,0,1,1,0,13,0,0,0,0,0,0,1,1.0,NORMAL
1,1,0,0,0,0.5,2,0.5,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1.0,NORMAL
2,1,0,2,0,0.6666666666666666,2,1.0,1,0,0,0,1,0,0,14,4,0,0,0,0,0,1,0.6667,NORMAL
30,0,0,3,0,1.0,22,1.3636363636363635,17,1,1,0,1,0,0,14,5,0,0,1,0,1,0,0.7097,ATTACK
1,1,1,0,0,0.5,1,1.0,2,0,1,1,1,1,0,16,4,0,0,0,0,0,1,0.5,NORMAL
1,3,0,2,0,0.25,2,0.5,1,0,0,0,1,1,0,20,3,0,0,0,1,0,1,1.0,NORMAL
0,1,1,1,0,0.0,1,0.0,1,0,0,0,1,1,0,18,1,0,0,0,1,0,0,1.0,NORMAL
2,3,0,0,0,0.4,2,1.0,1,1,0,0,1,0,0,9,4,0,0,0,0,0,1,0.6667,NORMAL
1,2,0,2,0,0.3333333333333333,1,1.0,1,0,0,0,1,0,0,16,2,0,0,1,0,0,1,0.5,NORMAL
0,3,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,21,4,0,0,1,1,0,0,3.0,NORMAL
39,1,0,4,0,0.975,16,2.4375,18,1,1,0,1,0,0,9,2,0,0,1,0,1,1,0.4,ATTACK
0,2,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,16,2,0,0,0,1,1,0,3.0,NORMAL
1,1,0,0,0,0.5,2,0.5,1,0,0,0,1,1,0,22,4,1,0,0,0,0,1,1.0,NORMAL
0,2,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3.0,NORMAL
1,1,0,2,0,0.5,1,1.0,2,0,1,0,1,1,0,8,4,0,0,0,0,0,1,0.5,NORMAL
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,19,2,0,0,0,1,0,1,1.5,NORMAL
2,3,0,0,0,0.4,3,0.6666666666666666,1,0,0,0,1,0,0,9,4,0,1,0,0,1,1,1.0,NORMAL
2,1,1,2,0,0.6666666666666666,3,0.6666666666666666,2,0,1,1,1,0,0,17,2,0,0,0,0,0,1,1.0,NORMAL
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,11,2,0,0,0,0,0,1,1.5,NORMAL
1,2,1,2,0,0.3333333333333333,3,0.3333333333333333,1,0,0,1,1,0,0,9,4,0,1,0,0,0,1,1.5,NORMAL
0,2,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,13,2,0,0,0,0,0,0,3.0,NORMAL
25,1,0,2,0,0.9615384615384616,27,0.9259259259259259,10,1,1,0,1,0,0,8,0,0,0,1,1,1,1,1.0385,ATTACK
0,3,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,14,2,0,0,0,1,0,0,3.0,NORMAL
1,3,0,0,0,0.25,2,0.5,2,0,1,0,1,1,0,18,4,0,0,1,0,0,1,1.0,NORMAL
1,2,2,4,1,0.3333333333333333,2,0.5,1,1,0,1,1,1,0,13,4,0,1,1,1,0,1,1.0,ATTACK
0,3,0,2,0,0.0,2,0.0,1,0,0,0,1,0,0,12,2,0,0,0,0,0,0,2.0,NORMAL
6,2,0,0,0,0.75,5,1.2,1,0,0,0,1,0,0,5,3,1,0,0,0,0,1,0.7143,NORMAL
1,2,0,0,0,0.3333333333333333,1,1.0,2,0,1,0,1,0,0,13,4,0,0,0,0,1,1,0.5,NORMAL
0,1,0,2,0,0.0,2,0.0,2,0,1,0,1,0,0,7,4,0,0,0,0,1,0,2.0,NORMAL
2,1,1,1,0,0.6666666666666666,3,0.6666666666666666,1,0,0,1,1,0,0,8,0,0,1,0,0,0,1,1.0,NORMAL
0,3,0,2,0,0.0,3,0.0,2,0,1,0,1,0,0,9,1,0,0,0,0,0,0,3.0,NORMAL
2,2,0,0,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,22,4,1,0,0,1,0,1,1.0,NORMAL
1,3,0,2,0,0.25,3,0.3333333333333333,2,0,1,0,1,1,0,14,4,0,0,0,0,1,1,1.5,NORMAL
26,1,0,5,0,0.9629629629629629,18,1.4444444444444444,13,0,1,0,1,0,0,21,2,0,1,0,1,1,1,0.6667,ATTACK
2,1,0,2,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,16,3,0,0,0,0,1,1,1.0,NORMAL
1,2,0,2,0,0.3333333333333333,2,0.5,2,0,1,0,1,1,0,15,1,0,0,0,0,0,1,1.0,NORMAL
62,0,0,3,0,1.0,1,62.0,2,1,1,0,1,0,0,7,6,0,1,0,0,1,0,0.0159,ATTACK
0,1,0,0,0,0.0,2,0.0,1,0,0,0,1,0,0,16,0,0,1,0,0,0,0,2.0,NORMAL
2,1,0,0,0,0.6666666666666666,1,2.0,1,0,0,0,1,1,0,11,4,0,0,0,0,0,1,0.3333,NORMAL
0,2,1,1,0,0.0,1,0.0,2,0,1,0,1,1,0,17,2,0,0,0,0,0,0,1.0,NORMAL
0,1,0,1,0,0.0,2,0.0,2,0,1,0,1,1,0,18,3,0,0,0,0,1,0,2.0,NORMAL
1,1,0,0,0,0.5,2,0.5,1,0,0,0,1,0,0,11,3,0,0,0,0,0,1,1.0,NORMAL
2,1,0,2,0,0.6666666666666666,2,1.0,2,0,1,0,1,1,0,16,2,0,0,1,0,0,1,0.6667,NORMAL
1,3,0,1,0,0.25,1,1.0,2,0,1,0,1,0,0,17,0,0,0,0,0,1,1,0.5,NORMAL
1,2,0,0,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,8,4,0,0,0,0,0,1,1.5,NORMAL
2,2,0,1,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,17,1,0,0,0,0,0,1,1.0,NORMAL
4,3,0,2,0,0.5714285714285714,3,1.3333333333333333,1,0,0,0,1,0,0,19,2,0,0,0,0,0,1,0.6,NORMAL
2,1,1,2,0,0.6666666666666666,2,1.0,2,0,1,1,1,0,0,2,1,1,0,0,0,1,1,0.6667,NORMAL
1,2,0,2,0,0.3333333333333333,2,0.5,2,0,1,0,1,0,0,17,2,0,0,0,0,0,1,1.0,NORMAL
1,1,0,2,0,0.5,3,0.3333333333333333,2,0,1,0,1,0,0,14,1,0,0,0,1,0,1,1.5,NORMAL
1,1,2,5,0,0.5,2,0.5,1,1,0,1,1,1,0,15,6,0,0,0,1,1,1,1.0,ATTACK
0,2,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,2,3,1,0,0,0,0,0,3.0,NORMAL
2,3,0,2,0,0.4,3,0.6666666666666666,1,0,0,0,1,0,0,23,3,1,0,0,0,0,1,1.0,NORMAL
1,3,0,2,0,0.25,2,0.5,1,1,0,0,1,0,0,18,0,0,0,0,1,0,1,1.0,NORMAL
0,1,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,7,2,0,0,0,0,0,0,3.0,NORMAL
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,18,0,0,0,0,0,0,1,1.5,NORMAL
0,1,0,0,0,0.0,2,0.0,1,1,0,0,1,0,0,15,2,0,0,0,0,0,0,2.0,NORMAL
2,3,0,2,0,0.4,1,2.0,2,0,1,0,1,0,0,8,0,0,0,1,1,0,1,0.3333,NORMAL
1,3,0,2,0,0.25,3,0.3333333333333333,2,0,1,0,1,1,0,18,2,0,0,0,0,0,1,1.5,NORMAL
2,2,0,2,0,0.5,1,2.0,1,0,0,0,1,1,0,7,2,0,0,0,0,0,1,0.3333,NORMAL
3,2,1,3,0,0.6,1,3.0,1,1,0,1,1,1,0,11,4,0,1,0,1,0,1,0.25,ATTACK
1,2,0,0,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,11,2,0,1,0,0,0,1,1.5,NORMAL
77,0,0,4,0,1.0,2,38.5,2,1,1,0,1,0,0,3,4,1,1,1,0,1,0,0.0256,ATTACK
2,1,0,2,0,0.6666666666666666,1,2.0,1,0,0,0,1,0,0,11,4,0,0,0,1,0,1,0.3333,NORMAL
1,2,0,0,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,1,0,16,0,0,0,0,0,0,1,1.5,NORMAL
1,2,0,2,0,0.3333333333333333,1,1.0,1,0,0,0,1,0,0,4,3,1,0,0,0,0,1,0.5,NORMAL
2,2,0,0,0,0.5,1,2.0,2,0,1,0,1,1,0,12,4,0,1,0,0,0,1,0.3333,NORMAL
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,6,4,0,0,1,0,0,0,3.0,NORMAL
1,2,2,2,0,0.3333333333333333,1,1.0,1,1,0,1,1,1,0,12,6,0,1,1,1,0,1,0.5,ATTACK
1,1,1,0,0,0.5,2,0.5,2,0,1,1,1,1,0,13,1,0,0,0,0,0,1,1.0,NORMAL
1,3,0,0,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,21,3,0,0,0,0,0,1,1.5,NORMAL
2,1,0,0,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,15,0,0,0,0,0,0,1,1.0,NORMAL
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,15,1,0,0,0,0,0,0,3.0,NORMAL
2,1,0,1,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,1,0,17,2,0,0,0,0,1,1,1.0,NORMAL
2,1,0,1,0,0.6666666666666666,2,1.0,1,0,0,0,1,0,0,13,1,0,0,0,0,0,1,0.6667,NORMAL
0,3,0,2,0,0.0,3,0.0,2,0,1,0,1,1,0,10,4,0,0,0,0,0,0,3.0,NORMAL
0,3,0,1,0,0.0,3,0.0,2,0,1,0,1,0,0,21,2,0,0,0,0,0,0,3.0,NORMAL
0,3,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,8,2,0,0,1,0,0,0,3.0,NORMAL
2,1,0,1,0,0.6666666666666666,2,1.0,2,0,1,0,1,1,0,14,0,0,0,0,0,0,1,0.6667,NORMAL
2,2,0,2,0,0.5,4,0.5,1,0,0,0,1,0,0,17,3,0,0,0,0,0,1,1.3333,NORMAL
0,2,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,17,3,0,0,0,0,0,0,3.0,NORMAL
2,2,0,2,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,9,2,0,1,0,0,0,1,1.0,NORMAL
4,2,0,2,0,0.6666666666666666,3,1.3333333333333333,2,0,1,0,1,0,0,7,3,0,0,0,0,1,1,0.6,NORMAL
27,1,0,3,0,0.9642857142857143,2,13.5,1,1,0,0,1,0,0,10,0,0,0,1,1,1,1,0.0714,ATTACK
0,2,0,0,0,0.0,2,0.0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.0,NORMAL
4,1,0,0,0,0.8,2,2.0,1,0,0,0,1,0,0,17,3,0,0,0,0,0,1,0.4,NORMAL
2,1,0,1,0,0.6666666666666666,1,2.0,2,0,1,0,1,0,0,22,1,1,0,0,0,0,1,0.3333,NORMAL
2,1,0,0,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,15,1,0,0,1,0,0,1,1.0,NORMAL
2,1,0,1,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,10,2,0,0,0,0,0,1,1.0,NORMAL
0,3,0,0,0,0.0,2,0.0,2,0,1,0,1,0,0,19,3,0,0,0,0,0,0,2.0,NORMAL
15,1,0,4,1,0.9375,35,0.42857142857142855,6,0,1,0,1,0,0,6,5,0,0,1,0,1,1,2.1875,ATTACK
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,19,4,0,0,0,0,0,1,1.5,NORMAL
38,1,0,5,1,0.9743589743589743,1,38.0,2,1,1,0,1,0,0,11,4,0,0,0,1,1,1,0.0256,ATTACK
1,1,0,2,0,0.5,1,1.0,1,0,0,0,1,0,0,22,3,1,0,0,0,0,1,0.5,NORMAL
2,3,0,1,0,0.4,1,2.0,1,0,0,0,1,0,0,16,1,0,0,0,0,0,1,0.3333,NORMAL
0,3,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,6,0,0,0,1,0,0,0,3.0,NORMAL
32,0,0,2,1,1.0,20,1.6,18,1,1,0,1,0,0,6,6,0,0,0,1,1,0,0.6061,ATTACK
1,2,1,4,1,0.3333333333333333,1,1.0,1,1,0,1,1,1,0,20,0,0,1,1,1,1,1,0.5,ATTACK
0,3,0,1,0,0.0,1,0.0,1,0,0,0,1,0,0,14,2,0,0,0,0,0,0,1.0,NORMAL
2,2,0,2,0,0.5,2,1.0,1,0,0,0,1,0,0,12,4,0,0,0,0,1,1,0.6667,NORMAL
0,1,2,2,0,0.0,2,0.0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,2.0,ATTACK
1,3,0,2,0,0.25,2,0.5,1,0,0,0,1,0,0,18,2,0,0,1,1,0,1,1.0,NORMAL
2,3,0,2,0,0.4,2,1.0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0.6667,NORMAL
42,1,0,3,0,0.9767441860465116,2,21.0,1,1,0,0,1,0,0,20,3,0,1,1,1,1,1,0.0465,ATTACK
35,0,0,5,0,1.0,2,17.5,2,0,1,0,1,0,0,16,4,0,1,0,1,1,0,0.0556,ATTACK
2,1,0,2,0,0.6666666666666666,2,1.0,2,0,1,0,1,0,0,8,1,0,0,0,1,0,1,0.6667,NORMAL
1,2,0,1,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,10,1,0,0,0,0,0,1,1.5,NORMAL
1,2,0,1,0,0.3333333333333333,2,0.5,2,0,1,0,1,0,0,15,1,0,0,0,0,0,1,1.0,NORMAL
1,1,1,2,0,0.5,1,1.0,2,0,1,1,1,0,0,15,0,0,0,0,0,0,1,0.5,NORMAL
3,1,0,0,0,0.75,2,1.5,1,0,0,0,1,0,0,3,0,1,0,1,0,1,1,0.5,NORMAL
1,2,0,1,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,0,0,11,3,0,0,0,0,0,1,1.5,NORMAL
2,3,0,1,0,0.4,1,2.0,1,0,0,0,1,1,0,11,0,0,0,0,0,0,1,0.3333,NORMAL
0,2,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,14,1,0,0,0,1,0,0,3.0,NORMAL
67,1,0,2,0,0.9852941176470589,1,67.0,2,0,1,0,1,0,0,4,4,1,0,0,1,1,1,0.0147,ATTACK
0,2,1,0,0,0.0,3,0.0,1,0,0,0,1,0,0,17,2,0,0,0,0,1,0,3.0,NORMAL
2,3,0,1,0,0.4,2,1.0,1,0,0,0,1,0,0,6,3,0,0,1,0,0,1,0.6667,NORMAL
2,3,0,0,0,0.4,3,0.6666666666666666,2,1,1,0,1,0,0,12,3,0,0,1,0,0,1,1.0,NORMAL
0,3,0,1,0,0.0,2,0.0,1,0,0,0,1,0,0,17,4,0,0,0,0,0,0,2.0,NORMAL
22,0,0,4,0,1.0,24,0.9166666666666666,19,1,1,0,1,0,0,20,5,0,1,1,1,1,0,1.0435,ATTACK
0,1,0,2,0,0.0,2,0.0,1,0,0,0,1,0,0,20,3,0,0,0,0,0,0,2.0,NORMAL
0,1,0,2,0,0.0,3,0.0,1,0,0,0,1,0,0,18,2,0,0,0,0,0,0,3.0,NORMAL
2,1,0,0,0,0.6666666666666666,1,2.0,2,0,1,0,1,0,0,11,3,0,0,0,1,0,1,0.3333,NORMAL
